source_row,meter_number,installation_number,agreement_number,value,location,crs,source_x,source_y,latitude,longitude,bina_id,bina_value,bina_layer,method,meters,confidence,overlay,action,reason,hitIds
1423,1444766,436808,44749944,BAYLAN_LORA_W,POINT (431496.243400402 4244517.34421137),EPSG:5258,431496.243400402,4244517.34421137,38.330891577812174,38.216535624150225,371,DT-5A,P_KONUT_DÜKKAN_MULTIPOLYGON [365 adet],inside,0,high,existing_bina_bilgi,insert,,371|4723
1424,2838767,439478,44748636,BAYLAN_LORA_W,POINT (437056.383136966 4248319.25893098),EPSG:5258,437056.383136966,4248319.25893098,38.365546949315025,38.279781920501264,925,B18,P_KONUT_MULTIPOLYGON [727 adet],inside,0,high,existing_bina_bilgi,insert,,925|3919
1425,1431909,436551,44748647,BAYLAN_LORA_W,POINT (439356.043102321 4247371.43455494),EPSG:5258,439356.043102321,4247371.43455494,38.35716755290206,38.30617494497091,609,A2-1,P_KONUT_DÜKKAN_MULTIPOLYGON [365 adet],inside,0.000004985798272514501,high,same_name_primary_layer,insert,,200|609
1426,1444014,439479,44748682,BAYLAN_LORA_W,POINT (431499.219400401 4244395.96401137),EPSG:5258,431499.219400401,4244395.96401137,38.329798419294036,38.216581428917635,759,D7B,P_KONUT_MULTIPOLYGON [727 adet],inside,0.00022220264614947844,high,same_name_primary_layer,insert,,759|4731
1427,2825378,436597,44748691,BAYLAN_LORA_W,POINT (437056.383136966 4248319.25893098),EPSG:5258,437056.383136966,4248319.25893098,38.365546949315025,38.279781920501264,925,B18,P_KONUT_MULTIPOLYGON [727 adet],inside,0,high,existing_bina_bilgi,insert,,925|3919
1428,1432620,439480,44790258,BAYLAN_LORA_W,POINT (433650.991759977 4245054.52621819),EPSG:5258,433650.991759977,4245054.52621819,38.335892538300335,38.24112656951562,808,B7,P_KONUT_MULTIPOLYGON [727 adet],inside,0.00025940469909526163,high,existing_bina_bilgi,insert,,808|2741
1429,1444735,435379,44749129,BAYLAN_LORA_W,POINT (431539.464300401 4243822.12321136),EPSG:5258,431539.464300401,4243822.12321136,38.32463236441119,38.21709726673432,626,A18,P_KONUT_MULTIPOLYGON [727 adet],inside,0.0000337284086236848,high,same_name_primary_layer,insert,,136|626
1430,2825663,434660,44749130,BAYLAN_LORA_W,POINT (436935.095400381 4248197.40051143),EPSG:5258,436935.095400381,4248197.40051143,38.364440713724214,38.27840511385968,948,A6,P_KONUT_MULTIPOLYGON [727 adet],inside,0,high,existing_bina_bilgi,insert,,948|3884
1431,2825279,435430,44749170,BAYLAN_LORA_W,POINT (436914.395419547 4248217.53940567),EPSG:5258,436914.395419547,4248217.53940567,38.36462066736464,38.27816647823225,960,B12,P_KONUT_MULTIPOLYGON [727 adet],inside,0.0032987088742054338,high,same_name_primary_layer,insert,,960|3914
1432,1432371,435432,44749392,BAYLAN_LORA_W,POINT (439379.122052982 4247149.11593363),EPSG:5258,439379.122052982,4247149.11593363,38.35516644983752,38.30645807779427,216,A1-13,RYA_MER_19_MULTIPOLYGON [1 adet],inside,0,high,existing_bina_bilgi,insert,,216|587
